title,link,square_meters,rooms,price,date,district
3+1 SIFIR ARA KAT YAVUZ SELİM MAHALLESİNDE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-3-plus1-sifir-ara-kat-yavuz-selim-mahallesinde-satilik-daire-1148989503/detay,180,3+1,2480000,19 Ocak 2024,YeşilyurtMerkez
Daire Yok Var Emsalsiz Konumda Çok Uygun 2+1 Acil!,https://www.sahibinden.com/ilan/emlak-konut-satilik-daire-yok-var-sb2f-konumda-cok-uygun-21-acil-846727944/detay,90,2+1,3250000,19 Ocak 2024,YeşilyurtMerkez
FAHRIKAYAH BULV. TURGUT ÖZAL MAH. FLORA EVLERİ 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-fahrikayah-bulv-turgut-ozal-mah-flora-evleri-3-plus1-daire-1103452537/detay,200,3+1,3250000,19 Ocak 2024,YeşilyurtMerkez
KANALBOYU EMLAKTAN SATILIK 1+1 SIFIR EŞYALI LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlaktan-satilik-1-plus1-sifir-esyali-lux-daire-1131559711/detay,80,1+1,1600000,19 Ocak 2024,BattalgaziMerkez
RE/MAX SILVER'DEN PAŞAKÖŞKÜ'NDE SATILIK DAIRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-re-max-silver-den-pasakosku-nde-satilik-daire-1134559888/detay,180,3+1,1600000,20 Ocak 2024,BattalgaziMerkez
HAKAN AKAY GAYRİMENKULDEN SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-hakan-akay-gayrimenkulden-satilik-4-plus1-daire-1115971373/detay,230,4+1,3850000,19 Ocak 2024,YeşilyurtMerkez
"YEŞİLÇAM CADDESİNDE ALACA ELİTYAŞAM 2 RESIDENCE 3,5+1 DAİRE","https://www.sahibinden.com/ilan/emlak-konut-satilik-yesilcam-caddesinde-alaca-elityasam-2-residence-3,5-plus1-daire-1148756206/detay",190,3.5+1,2800000,19 Ocak 2024,BattalgaziMerkez
TURYAP'TAN SATILIK SIFIR HASARSIZ FIRSAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-satilik-sifir-hasarsiz-firsat-daire-1125881109/detay,56,1+1,1150000,19 Ocak 2024,BattalgaziMerkez
YÜKSELEN YAPI GAYRİMENKULDEN FIRAT MAH. SATILIK 0 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yukselen-yapi-gayrimenkulden-firat-mah-satilik-0-daire-1138560681/detay,60,Stüdyo (1+0),1050000,19 Ocak 2024,BattalgaziMerkez
RMZ YAPI'DAN MERKEZDE SÜPER KONUMLU SIFIR 3+1 AZ HASARLI,https://www.sahibinden.com/ilan/emlak-konut-satilik-rmz-yapi-dan-merkezde-super-konumlu-sifir-3-plus1-az-hasarli-1053787175/detay,160,3+1,2490000,19 Ocak 2024,BattalgaziMerkez
YAKINCA MANAS TUVA SİTESINDE FULL YAPILI MÜKEMMEL DAİRE ACİL,https://www.sahibinden.com/ilan/emlak-konut-satilik-yakinca-manas-tuva-sitesinde-full-yapili-mukemmel-daire-acil-1122614777/detay,180,3+1,1648000,19 Ocak 2024,YeşilyurtKöyler
MERKEZİ LOKASYON SAHİBİNDEN,https://www.sahibinden.com/ilan/emlak-konut-satilik-merkezi-lokasyon-sahibinden-1059194116/detay,170,3+1,3850000,19 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN FIRAT MAH TOKİ MFG GENİŞ BALKONLU YAPILI 2+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-firat-mah-toki-mfg-genis-balkonlu-yapili-2-plus1-1149179494/detay,100,2+1,1550000,20 Ocak 2024,BattalgaziMerkez
TURYAP'TAN PAŞAKÖŞKÜN'DE HASARSIZ BİNADA SATILIK3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-pasakoskun-de-hasarsiz-binada-satilik3-plus1-daire-1125494800/detay,135,3+1,2750000,19 Ocak 2024,YeşilyurtMerkez
GALATADAN FIRSAT DAİRESİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-firsat-dairesi-1129210200/detay,115,2+1,2100000,20 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞTEN CEVHERİZADEDE 3+1 FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-kelesten-cevherizadede-3-plus1-full-yapili-daire-1121301402/detay,200,3+1,1000000,19 Ocak 2024,BattalgaziMerkez
REMAX GÜNEŞ'TEN ÇÖŞNÜK'TE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-remax-gunes-ten-cosnuk-te-satilik-daire-1131069878/detay,165,3+1,2500000,19 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN ÇUKURDERE MAH'DE 2 KATLI 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-cukurdere-mah-de-2-katli-3-plus1-daire-1131071313/detay,190,3+1,2000000,19 Ocak 2024,YeşilyurtMerkez
SEFA TOKMAK'DAN AYIŞIĞI TOKİ CİVARI 2+1 YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sefa-tokmak-dan-ayisigi-toki-civari-2-plus1-yapili-daire-1119887263/detay,100,2+1,1169000,19 Ocak 2024,BattalgaziMerkez
EMRE ALPAY'DAN ÖZALPER MAH. 3+1 FULL YAPILI ARA KAT SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-ozalper-mah-3-plus1-full-yapili-ara-kat-sifir-daire-1143328988/detay,145,3+1,2900000,19 Ocak 2024,YeşilyurtMerkez
GÜVEN EMLAK'TAN FULL EŞYALI ARAKAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-guven-emlak-tan-full-esyali-arakat-daire-1106827764/detay,120,3+1,1200000,19 Ocak 2024,BattalgaziMerkez
KIVANÇ GAYRİMENKUL'DEN BAŞHARIKTA SATILIK DUBLEKS,https://www.sahibinden.com/ilan/emlak-konut-satilik-kivanc-gayrimenkul-den-basharikta-satilik-dubleks-1137241695/detay,225,4+1,2650000,19 Ocak 2024,BattalgaziMerkez
GÜVEN EMLAK'TAN TECDE YOLUNDA ULTRA LÜKS DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-guven-emlak-tan-tecde-yolunda-ultra-luks-daireler-1107842553/detay,220,4+1,5000000,19 Ocak 2024,YeşilyurtMerkez
İNDERESİ TOKİDE FULL YAPILI 3+1 DAİRE GÜVEN EMLAK'TAN,https://www.sahibinden.com/ilan/emlak-konut-satilik-inderesi-tokide-full-yapili-3-plus1-daire-guven-emlak-tan-1130633241/detay,135,3+1,1630000,19 Ocak 2024,BattalgaziMerkez
Sahibinden satılık site içinde 4+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-site-icinde-4-plus1-daire-1131365889/detay,215,4+1,3100000,19 Ocak 2024,YeşilyurtMerkez
UTAŞ GAYRİMENKUL'DEN ÖZALPERDE SATILIK 3+1 ORTA HASARLI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-utas-gayrimenkul-den-ozalperde-satilik-3-plus1-orta-hasarli-daire-1051858888/detay,190,3+1,1490000,19 Ocak 2024,YeşilyurtMerkez
REMAX SILVER'DAN SITMAPINARI'NDA SATILIK HASARSIZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-remax-silver-dan-sitmapinari-nda-satilik-hasarsiz-daire-1143327648/detay,185,3+1,2300000,19 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN MERKEZDE MATİMİN ARKASINDA SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-merkezde-matimin-arkasinda-satilik-daire-1131021519/detay,135,3+1,1300000,19 Ocak 2024,BattalgaziMerkez
RW CADDEDEN GÜNGÖR CADDESİNDE SATILIK FULL YAPILI 4+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-caddeden-gungor-caddesinde-satilik-full-yapili-4-plus1-1124134043/detay,200,4+1,3250000,19 Ocak 2024,YeşilyurtMerkez
RW CADDE DEN FAHRİ KAYAHAN DA BEGONYA EVLERİNDE HARİKA DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-cadde-den-fahri-kayahan-da-begonya-evlerinde-harika-daire-1108424479/detay,200,3+1,2550000,19 Ocak 2024,YeşilyurtMerkez
BATTALGAZİ BAŞHARIK MAH. SATILIK DAİRE (L-3035),https://www.sahibinden.com/ilan/emlak-konut-satilik-battalgazi-basharik-mah-satilik-daire-l-3035-1043581275/detay,125,3+1,1184500,19 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN AYIŞIĞI EVLERİ TOKİ'DE ARAKAT 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-ayisigi-evleri-toki-de-arakat-3-plus1-daire-1119516293/detay,125,3+1,1550000,19 Ocak 2024,BattalgaziMerkez
BOZDOĞANDAN KOYUNOĞLUN DA SATILIK DUBLEX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bozdogandan-koyunoglun-da-satilik-dublex-daire-1141837621/detay,290,5+1,3300000,20 Ocak 2024,YeşilyurtMerkez
ÖzYeşilyurt Emlaktan Göktürk 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-gokturk-3-plus1-1121596527/detay,165,3+1,2150000,20 Ocak 2024,YeşilyurtKöyler
Malatya TOKİ ev 1+1 giriş kat temiz daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-malatya-toki-ev-1-plus1-giris-kat-temiz-daire-1148873007/detay,55,1+1,700000,19 Ocak 2024,Yeşilyurt
EMLAKCIMDAN TECDE YOLUNDA 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emlakcimdan-tecde-yolunda-3-plus1-satilik-daire-1143246818/detay,180,3+1,4000000,18 Ocak 2024,YeşilyurtMerkez
kiltepede satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-kiltepede-satilik-daire-1119247526/detay,170,3+1,1950000,18 Ocak 2024,YeşilyurtMerkez
VESTA WORLD'DEN HASANBEY ANA CADDE ÜZERİ SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-vesta-world-den-hasanbey-ana-cadde-uzeri-satilik-daire-1134969065/detay,155,3+1,3000000,11 Ocak 2024,YeşilyurtMerkez
TECDE ANA CADDE ÜZERINDE 3+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecde-ana-cadde-uzerinde-3-plus1-ara-kat-daire-1118386537/detay,180,3+1,2850000,18 Ocak 2024,YeşilyurtMerkez
EMRAH ÖZTÜRKMENDEN GÖZTEPE YEŞİLÇAM CAD DE 3+1 ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emrah-ozturkmenden-goztepe-yesilcam-cad-de-3-plus1-ara-kat-daire-1142917622/detay,160,3+1,2750000,18 Ocak 2024,BattalgaziMerkez
KALİTE VE KONFORUN BİRLEŞTİĞİ REZİDANS'DA SATILIK 3+1 LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kalite-ve-konforun-birlestigi-rezidans-da-satilik-3-plus1-luks-daire-1145663488/detay,200,3+1,7950000,18 Ocak 2024,YeşilyurtMerkez
EMRAH ÖZTÜRKMEN'DEN KARAGÖZ TOKİ DE 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emrah-ozturkmen-den-karagoz-toki-de-1-plus1-daire-1143202102/detay,60,1+1,730000,18 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN SATILIK SIFIR 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-satilik-sifir-3-plus1-daire-1148834955/detay,170,3+1,2450000,18 Ocak 2024,BattalgaziMerkez
ÇAMLICA GAYRİMENKUL DEN İNDERSİ TOKİDE ŞEHİR MANZARALI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-camlica-gayrimenkul-den-indersi-tokide-sehir-manzarali-daire-1122678445/detay,85,2+1,1545000,18 Ocak 2024,BattalgaziMerkez
EMRE ALPAY'DAN HACI ABDİ MAH. 3+1 FULL YAPILI SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-haci-abdi-mah-3-plus1-full-yapili-sifir-daire-1143045433/detay,145,3+1,2600000,18 Ocak 2024,BattalgaziMerkez
Arapgirde satılık 1+1 sıfır daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-arapgirde-satilik-1-plus1-sifir-daire-1149318692/detay,120,1+1,1900000,20 Ocak 2024,Arapgir
MDG TOKİDE YAPILI SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mdg-tokide-yapili-satilik-daire-1122786059/detay,150,3+1,1550000,18 Ocak 2024,BattalgaziMerkez
MDG TOKİDE YAPILI SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mdg-tokide-yapili-satilik-daire-1122786059/detay,150,3+1,1550000,18 Ocak 2024,BattalgaziMerkez
EMRE ALPAY'DAN SAMANLI'DA SATILIK 3+1 SIFIR DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-samanli-da-satilik-3-plus1-sifir-daireler-1143116405/detay,150,3+1,2790000,18 Ocak 2024,YeşilyurtMerkez
Malatya Yeşilyurta sahibinden satılık 4+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-malatya-yesilyurta-sahibinden-satilik-4-plus1-daire-1121220732/detay,192,4+1,3500000,18 Ocak 2024,YeşilyurtKöyler
SADIKBEY GAYRİMENKUL PASAKOSKU MAH SATLIK 3+1 SIFIR DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-sadikbey-gayrimenkul-pasakosku-mah-satlik-3-plus1-sifir-daireler-1145642784/detay,139,3+1,2750000,18 Ocak 2024,BattalgaziMerkez
Koç Emlak'tan Malatya Hasan Varol'da 3+1 Satılık Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-koc-emlak-tan-malatya-hasan-varol-da-3-plus1-satilik-daire-1108759865/detay,180,3+1,1350000,18 Ocak 2024,BattalgaziMerkez
TAN EMLAK 'TAN SATILIK LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlak-tan-satilik-luks-daire-1115844024/detay,190,3+1,3100000,18 Ocak 2024,YeşilyurtKöyler
SATILIK AZ HASARLI LÜKS 3+ 1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-az-hasarli-luks-3-plus-1-daire-1106230851/detay,160,3+1,1915000,18 Ocak 2024,YeşilyurtMerkez
3+1 Var Ferah Açık Otopark Emsalsiz Konumda Mükemmel Ötesi Konut,https://www.sahibinden.com/ilan/emlak-konut-satilik-31-var-ferah-acik-otopark-emsalsiz-konumda-sb2f-otesi-konut-846829564/detay,320,3+1,1550000,18 Ocak 2024,BattalgaziMerkez
TAN EMLAK'TAN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlak-tan-satilik-daire-1126132842/detay,175,3+1,3000000,18 Ocak 2024,YeşilyurtMerkez
TAN EMLAK TAN SATILIK.,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlak-tan-satilik-1110279628/detay,130,3+1,1550000,18 Ocak 2024,BattalgaziMerkez
"YİĞİTER'DEN ZAFER MAH.ASANSORLÜ, K.OTO PARKLI, ARA KAT,3+1 DAİRE","https://www.sahibinden.com/ilan/emlak-konut-satilik-yigiter-den-zafer-mah.asansorlu-k.oto-parkli-ara-kat,3-plus1-daire-1116871500/detay",140,3+1,1400000,18 Ocak 2024,BattalgaziMerkez
RE/MAX GÜNEŞ'TEN SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-re-max-gunes-ten-satilik-3-plus1-daire-1130104326/detay,180,3+1,1850000,18 Ocak 2024,YeşilyurtMerkez
Sahibinden satılık sıfır lüks 4+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-sifir-luks-4-plus1-daire-1148810522/detay,245,4+1,4550000,18 Ocak 2024,BattalgaziMerkez
TAN EMLAKTAN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlaktan-satilik-daire-1112234357/detay,175,3+1,3000000,18 Ocak 2024,YeşilyurtMerkez
TAN EMLAKTAN 4+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlaktan-4-plus1-satilik-daire-1113923846/detay,210,4+1,2900000,18 Ocak 2024,YeşilyurtMerkez
SADIKBEY GAYRİMENKUL ŞEYH BAYRAM MAH SATLIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sadikbey-gayrimenkul-seyh-bayram-mah-satlik-3-plus1-daire-1145598222/detay,145,3+1,2200000,18 Ocak 2024,YeşilyurtMerkez
ARAÇ TAKASLI ULTRA LÜKS SİTE İÇİ ARA KAT SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-arac-takasli-ultra-luks-site-ici-ara-kat-sifir-daire-1148794898/detay,160,3+1,2299000,18 Ocak 2024,YeşilyurtMerkez
TAN EMLAKTAN SATILIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlaktan-satilik-1102291798/detay,70,2+1,1450000,18 Ocak 2024,BattalgaziMerkez
Tecde Ana Cadde Üzeri İnşaattan Satılık 4+1 Lüx Daireler,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecde-ana-cadde-uzeri-insaattan-satilik-4-plus1-lux-daireler-1126141589/detay,215,4+1,4150000,20 Ocak 2024,YeşilyurtMerkez
ENES IŞIK 'tan YAKINCA ANA CADDE DE ULTRA LÜKS 4+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-enes-isik-tan-yakinca-ana-cadde-de-ultra-luks-4-plus1-1120123637/detay,240,4+1,3495000,19 Ocak 2024,YeşilyurtKöyler
UYGUN FİYATA DUBLEKS DAİRE !!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-uygun-fiyata-dubleks-daire-1131323589/detay,320,3+1,3250000,18 Ocak 2024,BattalgaziMerkez
TURYAP METROPOL'DEN ÇİLESİZ'DE 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-cilesiz-de-3-plus1-satilik-daire-1148771647/detay,185,3+1,2950000,18 Ocak 2024,YeşilyurtMerkez
SEFA TOKMAK'DAN ÜNİVERSİTE KARŞISINDA 1+1 YAPILI ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sefa-tokmak-dan-universite-karsisinda-1-plus1-yapili-ara-kat-daire-1148760031/detay,80,1+1,1495000,18 Ocak 2024,BattalgaziMerkez
Atalar Emlak tan paşaköşkünde satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-atalar-emlak-tan-pasakoskunde-satilik-daire-1119694509/detay,150,3+1,2850000,18 Ocak 2024,BattalgaziMerkez
ÜNİVERSİTE REZİDANS DAİRELERİMİZDE %30 (420.000TL) PEŞİNAT!,https://www.sahibinden.com/ilan/emlak-konut-satilik-universite-rezidans-dairelerimizde-30-420.000tl-pesinat-1148748140/detay,75,1+1,1400000,18 Ocak 2024,BattalgaziMerkez
Başharık Tokilerde Malatya Manzaralı Masrafsız Ev,https://www.sahibinden.com/ilan/emlak-konut-satilik-basharik-tokilerde-malatya-manzarali-masrafsiz-ev-908967997/detay,136,3+1,2200000,19 Ocak 2024,BattalgaziMerkez
GÖZTEPE CANBAYLARDA 4+1 LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-goztepe-canbaylarda-4-plus1-lux-daire-1130883990/detay,238,4+1,2650000,18 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN SATILIK 3+1 son 3 gün,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-3-plus1-son-3-gun-1105540997/detay,163,3+1,2690000,18 Ocak 2024,YeşilyurtMerkez
SAHİBİNDEN SATILIK 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-1-plus1-daire-1149208796/detay,75,1+1,1500000,20 Ocak 2024,BattalgaziMerkez
MALATYA SARICI OĞLUNDA DUBLEX EV,https://www.sahibinden.com/ilan/emlak-konut-satilik-malatya-sarici-oglunda-dublex-ev-1144762542/detay,400,6+2,3580000,18 Ocak 2024,BattalgaziMerkez
OSMANGAZİ CADDESİ ÜZERİNDE HİÇ OTURULMAMIŞ SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-osmangazi-caddesi-uzerinde-hic-oturulmamis-satilik-3-plus1-daire-1148721100/detay,170,3+1,2350000,18 Ocak 2024,YeşilyurtKöyler
CB SAFİR'DEN SATILIK TECDE'DE 185m2 3+1 FIRSAT PREMİUM DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cb-safir-den-satilik-tecde-de-185m2-3-plus1-firsat-premium-daire-1113814124/detay,185,3+1,2750000,18 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'TEN ÜNİVERSİTE CİVARINDA FULL EŞYALI 2+1 DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-ten-universite-civarinda-full-esyali-2-plus1-daireler-1149185061/detay,70,2+1,1300000,20 Ocak 2024,BattalgaziMerkez
ANKA GAYRİMENKUL'DAN TOKİ'DE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-anka-gayrimenkul-dan-toki-de-satilik-3-plus1-daire-1143003963/detay,147,3+1,1900000,18 Ocak 2024,BattalgaziMerkez
AKRANLAR RÜYAKENT KONUTLARI TÜNELKALIP SİSTEMLİ SATILIK 3+1DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-akranlar-ruyakent-konutlari-tunelkalip-sistemli-satilik-3-plus1daire-1137037731/detay,200,3+1,2600000,18 Ocak 2024,YeşilyurtKöyler
GÖNÜL EMLAK OFİSİNDEN ZAVİYEDE SATILIK 1+1 EŞYALI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-gonul-emlak-ofisinden-zaviyede-satilik-1-plus1-esyali-daire-1113568314/detay,75,1+1,1000000,18 Ocak 2024,YeşilyurtMerkez
GALATA GAYRİMENKULDEN CENGİZ TOPELDE SATILIK SIFIR 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-galata-gayrimenkulden-cengiz-topelde-satilik-sifir-2-plus1-daire-1128964353/detay,125,2+1,1750000,20 Ocak 2024,BattalgaziMerkez
GENÇ GİRİŞİMDEN İNDERESİ TOKİDE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisimden-inderesi-tokide-satilik-daire-1147108777/detay,110,2+1,1530000,11 Ocak 2024,BattalgaziMerkez
GENÇ GİRİŞİMDEN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisimden-satilik-daire-1147104859/detay,190,3+1,2999000,11 Ocak 2024,YeşilyurtMerkez
ÇÖŞNÜKTE 165M2 3+1 2. ARA KAT FUL YAPILI MANZARALI SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cosnukte-165m2-3-plus1-2-ara-kat-ful-yapili-manzarali-satilik-daire-1148661812/detay,165,3+1,2850000,18 Ocak 2024,BattalgaziMerkez
GENÇ GİRİŞİM'DEN SATILIK 3+1 HASARSIZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisim-den-satilik-3-plus1-hasarsiz-daire-1131053904/detay,175,3+1,2340000,18 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'TEN CENGİZ TOPEL'DE 2+1 FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-ten-cengiz-topel-de-2-plus1-full-yapili-daire-1139381204/detay,120,2+1,1420000,18 Ocak 2024,BattalgaziMerkez
GÜVEN EMLAK'TAN MÜCELLİ SAĞLIK OCAĞI CİVARI ARAKAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-guven-emlak-tan-mucelli-saglik-ocagi-civari-arakat-daire-1107845621/detay,130,3+1,1150000,18 Ocak 2024,BattalgaziMerkez
BATTALGAZİ ÇATYOLDA 130M2 HASARSIZ FUL SATILIK 0 DAİRE(ler),https://www.sahibinden.com/ilan/emlak-konut-satilik-battalgazi-catyolda-130m2-hasarsiz-ful-satilik-0-daire-ler-1125473019/detay,150,3+1,2450000,18 Ocak 2024,BattalgaziMerkez
BAŞHARIKTA 5 YAŞINDA 2+1 FUL YAPILI YÜKSEK GİRİŞ SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-basharikta-5-yasinda-2-plus1-ful-yapili-yuksek-giris-satilik-daire-1126561703/detay,120,2+1,1600000,18 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN SATILIK 3+1 + KİLER SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-3-plus1-plus-kiler-sifir-daire-1140257156/detay,160,3+1,2250000,18 Ocak 2024,BattalgaziMerkez
44 GAYRİMENKULDEN YESILTEPEDE HASARSIZ FIRSAT 3 DAİRELİ BİNA,https://www.sahibinden.com/ilan/emlak-konut-satilik-44-gayrimenkulden-yesiltepede-hasarsiz-firsat-3-daireli-bina-1000034223/detay,175,3+1,3365000,18 Ocak 2024,YeşilyurtMerkez
ÖzYeşilyurt Emlaktan Yatırımlık Eşyalı 1+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-yatirimlik-esyali-1-plus1-1125521935/detay,65,1+1,1225000,20 Ocak 2024,BattalgaziMerkez
Emsalsiz Konumda Hastalık Sebebiyle Açık Otopark Kaçırılmayacak Fırsat! Konut Var 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-emsalsiz-konumda-hastalik-sb2f-acik-otopark-kacirilmayacak-firsat-konut-var-31-846783159/detay,185,3+1,1420000,18 Ocak 2024,YeşilyurtMerkez
ÖzYeşilyurt Emlaktan Manas TUVA 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozyesilyurt-emlaktan-manas-tuva-3-plus1-1143510403/detay,150,3+1,1250000,20 Ocak 2024,YeşilyurtKöyler
Sahibinden sıfır bina,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-sifir-bina-1148612975/detay,215,4+1,3300000,18 Ocak 2024,Yeşilyurt
BÜKER EMLAK TAN KİRA GARANTİLİ YILLIK 100.000 TL GETİRİSİ MEVCUT,https://www.sahibinden.com/ilan/emlak-konut-satilik-buker-emlak-tan-kira-garantili-yillik-100.000-tl-getirisi-mevcut-1065341962/detay,49,1+1,985000,20 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN BOSTANBAŞINDA 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-bostanbasinda-3-plus1-satilik-daire-1148599279/detay,230,3+1,2900000,17 Ocak 2024,Yeşilyurt
Sahibinden Harzemşahlar sitesinde 3+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-harzemsahlar-sitesinde-3-plus1-daire-1148597991/detay,170,3.5+1,2200000,17 Ocak 2024,YeşilyurtKöyler
RW CADDEDEN KERNEKTE SATILIK 1+1 EŞYALI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-rw-caddeden-kernekte-satilik-1-plus1-esyali-daire-1122556088/detay,65,1+1,1250000,17 Ocak 2024,BattalgaziMerkez
